model,circuit,sample,batch,canonical,status,prefix_cycles,cycles,exact,completion_tokens,generation_id,file
anthropic/claude-sonnet-5,mix_s2103_d16_c40,0,max1,1,ok,4,40,0,80185,,results/records/anthropic__claude-sonnet-5/mix_s2103_d16_c40__s0__max1.json
anthropic/claude-sonnet-5,mix_s2104_d16_c40,0,max1,1,ok,40,40,1,86059,,results/records/anthropic__claude-sonnet-5/mix_s2104_d16_c40__s0__max1.json
anthropic/claude-sonnet-5,mix_s5201_d24_c56,0,feel1,1,truncated,0,56,0,128000,gen-1787586804-sc2bOb2NWYzlaRgev9r8,results/records/anthropic__claude-sonnet-5/mix_s5201_d24_c56__s0__feel1.json
anthropic/claude-sonnet-5,mix_s5202_d24_c56,0,feel1,1,truncated,0,56,0,128000,gen-1787587186-h6qUjlE6nSzEKvTZfD01,results/records/anthropic__claude-sonnet-5/mix_s5202_d24_c56__s0__feel1.json
anthropic/claude-sonnet-5,mix_s5301_d20_c48,0,feel1,1,ok,34,48,0,124288,gen-1787587549-395sWF9ZCFQNfDOb2cdA,results/records/anthropic__claude-sonnet-5/mix_s5301_d20_c48__s0__feel1.json
anthropic/claude-sonnet-5,mix_s5302_d20_c48,0,feel1,1,ok,1,48,0,114453,gen-1787587988-6DNwziVUzKUscn1EKwdI,results/records/anthropic__claude-sonnet-5/mix_s5302_d20_c48__s0__feel1.json
anthropic/claude-sonnet-5,nand_chain_2,0,max1,1,ok,8,8,1,390,gen-1787597208-vuPrtLRwtiFc7Sy7b0AL,results/records/anthropic__claude-sonnet-5/nand_chain_2__s0__max1.json
anthropic/claude-sonnet-5,nand_chain_4,0,max1,1,ok,8,8,1,479,gen-1787597234-OaErGbeYBnyAqTRxMmwt,results/records/anthropic__claude-sonnet-5/nand_chain_4__s0__max1.json
anthropic/claude-sonnet-5,nand_chain_8,0,max1,1,ok,8,8,1,1341,gen-1787597260-67diuMbJZ5USkBRDJNNT,results/records/anthropic__claude-sonnet-5/nand_chain_8__s0__max1.json
anthropic/claude-sonnet-5,nand_tree_8in,0,max1,1,ok,8,8,1,1319,gen-1787597287-lhi00P6RJts8iM6IuMIU,results/records/anthropic__claude-sonnet-5/nand_tree_8in__s0__max1.json
anthropic/claude-sonnet-5,perm_s4616_d16_c40,0,feel1,1,ok,40,40,1,16988,,results/records/anthropic__claude-sonnet-5/perm_s4616_d16_c40__s0__feel1.json
anthropic/claude-sonnet-5,perm_s4617_d16_c40,0,feel1,1,ok,23,40,0,22058,,results/records/anthropic__claude-sonnet-5/perm_s4617_d16_c40__s0__feel1.json
anthropic/claude-sonnet-5,perm_s4624_d24_c40,0,feel1,1,ok,40,40,1,22140,,results/records/anthropic__claude-sonnet-5/perm_s4624_d24_c40__s0__feel1.json
anthropic/claude-sonnet-5,perm_s4625_d24_c40,0,feel1,1,ok,40,40,1,27382,,results/records/anthropic__claude-sonnet-5/perm_s4625_d24_c40__s0__feel1.json
anthropic/claude-sonnet-5,perm_s4632_d32_c40,0,feel1,1,ok,40,40,1,26501,,results/records/anthropic__claude-sonnet-5/perm_s4632_d32_c40__s0__feel1.json
anthropic/claude-sonnet-5,perm_s4633_d32_c40,0,feel1,1,ok,40,40,1,29640,,results/records/anthropic__claude-sonnet-5/perm_s4633_d32_c40__s0__feel1.json
anthropic/claude-sonnet-5,rand_s4015_g15_d8,0,feel1,1,ok,32,32,1,13197,,results/records/anthropic__claude-sonnet-5/rand_s4015_g15_d8__s0__feel1.json
anthropic/claude-sonnet-5,rand_s4016_g15_d8,0,feel1,1,ok,32,32,1,18135,,results/records/anthropic__claude-sonnet-5/rand_s4016_g15_d8__s0__feel1.json
anthropic/claude-sonnet-5,rand_s4040_g40_d8,0,feel1,1,ok,30,32,0,27609,,results/records/anthropic__claude-sonnet-5/rand_s4040_g40_d8__s0__feel1.json
anthropic/claude-sonnet-5,rand_s4041_g40_d8,0,feel1,1,ok,32,32,1,21178,,results/records/anthropic__claude-sonnet-5/rand_s4041_g40_d8__s0__feel1.json
anthropic/claude-sonnet-5,rand_s4080_g80_d8,0,feel1,1,ok,10,32,0,41291,,results/records/anthropic__claude-sonnet-5/rand_s4080_g80_d8__s0__feel1.json
anthropic/claude-sonnet-5,rand_s4081_g80_d8,0,feel1,1,ok,8,32,0,112009,,results/records/anthropic__claude-sonnet-5/rand_s4081_g80_d8__s0__feel1.json
anthropic/claude-sonnet-5,rand_s4160_g160_d8,0,feel1,1,ok,6,32,0,36546,,results/records/anthropic__claude-sonnet-5/rand_s4160_g160_d8__s0__feel1.json
anthropic/claude-sonnet-5,rand_s4161_g160_d8,0,feel1,1,ok,17,32,0,117191,,results/records/anthropic__claude-sonnet-5/rand_s4161_g160_d8__s0__feel1.json
anthropic/claude-sonnet-5,rand_s900_g40_d6,0,max1,1,ok,24,24,1,40544,gen-1787597425-71VpQRf5fvH688qqAJdv,results/records/anthropic__claude-sonnet-5/rand_s900_g40_d6__s0__max1.json
anthropic/claude-sonnet-5,rand_s901_g40_d6,0,max1,1,ok,24,24,1,28129,gen-1787597675-4NETPBdYdFbmxGLvZYxG,results/records/anthropic__claude-sonnet-5/rand_s901_g40_d6__s0__max1.json
anthropic/claude-sonnet-5,rand_s902_g40_d6,0,max1,1,ok,9,24,0,11402,gen-1787597856-OufW1D79873MjShsRxxq,results/records/anthropic__claude-sonnet-5/rand_s902_g40_d6__s0__max1.json
anthropic/claude-sonnet-5,rand_s910_g80_d10,0,max1,1,ok,32,32,1,34885,,results/records/anthropic__claude-sonnet-5/rand_s910_g80_d10__s0__max1.json
anthropic/claude-sonnet-5,rand_s911_g80_d10,0,max1,1,ok,32,32,1,48241,,results/records/anthropic__claude-sonnet-5/rand_s911_g80_d10__s0__max1.json
anthropic/claude-sonnet-5,rand_s912_g80_d10,0,max1,1,ok,17,32,0,47181,,results/records/anthropic__claude-sonnet-5/rand_s912_g80_d10__s0__max1.json
anthropic/claude-sonnet-5,rule30_k12_c28_s2210,0,max1,1,ok,28,28,1,20683,gen-1787553153-MNpqyjY7xTSuSZTRGSNi,results/records/anthropic__claude-sonnet-5/rule30_k12_c28_s2210__s0__max1.json
anthropic/claude-sonnet-5,rule30_k12_c28_s2211,0,max1,1,ok,28,28,1,44227,gen-1787553735-w22cisnnVNI78FDXP9Qp,results/records/anthropic__claude-sonnet-5/rule30_k12_c28_s2211__s0__max1.json
anthropic/claude-sonnet-5,rule30_k12_c28_s2212,0,max1,1,ok,28,28,1,27575,gen-1787554101-160emJPfhHeKNbhxCgtS,results/records/anthropic__claude-sonnet-5/rule30_k12_c28_s2212__s0__max1.json
anthropic/claude-sonnet-5,rule30_k16_c32_s2201,0,max1,1,ok,32,32,1,32025,,results/records/anthropic__claude-sonnet-5/rule30_k16_c32_s2201__s0__max1.json
anthropic/claude-sonnet-5,rule30_k16_c32_s2202,0,max1,1,ok,32,32,1,50342,,results/records/anthropic__claude-sonnet-5/rule30_k16_c32_s2202__s0__max1.json
anthropic/claude-sonnet-5,rule30_k16_c32_s2203,0,max1,1,ok,32,32,1,37794,,results/records/anthropic__claude-sonnet-5/rule30_k16_c32_s2203__s0__max1.json
anthropic/claude-sonnet-5,shift_reg_3,0,max1,1,ok,8,8,1,542,gen-1787597326-laZ0e0Zrevz9L37TglhG,results/records/anthropic__claude-sonnet-5/shift_reg_3__s0__max1.json
anthropic/claude-sonnet-5,tff_divider,0,max1,1,ok,8,8,1,189,gen-1787597349-0SDIt4gYakhFZEnFpE1O,results/records/anthropic__claude-sonnet-5/tff_divider__s0__max1.json
anthropic/claude-sonnet-5,x2301,0,feel1,1,ok,28,28,1,8019,,results/records/anthropic__claude-sonnet-5/x2301__s0__feel1.json
anthropic/claude-sonnet-5,x2302,0,feel1,1,ok,28,28,1,10488,,results/records/anthropic__claude-sonnet-5/x2302__s0__feel1.json
anthropic/claude-sonnet-5,x2303,0,feel1,1,ok,28,28,1,28927,,results/records/anthropic__claude-sonnet-5/x2303__s0__feel1.json
anthropic/claude-sonnet-5,x2400,0,feel1,1,ok,28,28,1,30502,,results/records/anthropic__claude-sonnet-5/x2400__s0__feel1.json
anthropic/claude-sonnet-5,x2401,0,feel1,1,ok,28,28,1,15348,,results/records/anthropic__claude-sonnet-5/x2401__s0__feel1.json
anthropic/claude-sonnet-5,x2402,0,feel1,1,ok,28,28,1,9701,,results/records/anthropic__claude-sonnet-5/x2402__s0__feel1.json
anthropic/claude-sonnet-5,xor_from_nand,0,max1,1,ok,8,8,1,119,gen-1787597365-NbTtbCo2iVWwHbqvHfTP,results/records/anthropic__claude-sonnet-5/xor_from_nand__s0__max1.json
deepseek/deepseek-v4-pro,chain_s2001_g100_d12,0,max1,1,ok,4,24,0,65095,,results/records/deepseek__deepseek-v4-pro/chain_s2001_g100_d12__s0__max1.json
deepseek/deepseek-v4-pro,chain_s2002_g100_d12,0,max1,1,ok,24,24,1,59071,,results/records/deepseek__deepseek-v4-pro/chain_s2002_g100_d12__s0__max1.json
deepseek/deepseek-v4-pro,chain_s2003_g100_d12,0,max1,1,ok,24,24,1,54513,,results/records/deepseek__deepseek-v4-pro/chain_s2003_g100_d12__s0__max1.json
deepseek/deepseek-v4-pro,chain_s2004_g100_d12,0,max1,1,ok,24,24,1,51139,,results/records/deepseek__deepseek-v4-pro/chain_s2004_g100_d12__s0__max1.json
deepseek/deepseek-v4-pro,chain_s4340_g40_d0,0,feel1,1,ok,12,12,1,4348,,results/records/deepseek__deepseek-v4-pro/chain_s4340_g40_d0__s0__feel1.json
deepseek/deepseek-v4-pro,chain_s4341_g40_d0,0,feel1,1,ok,12,12,1,10306,,results/records/deepseek__deepseek-v4-pro/chain_s4341_g40_d0__s0__feel1.json
deepseek/deepseek-v4-pro,chain_s4380_g80_d0,0,feel1,1,ok,12,12,1,31114,,results/records/deepseek__deepseek-v4-pro/chain_s4380_g80_d0__s0__feel1.json
deepseek/deepseek-v4-pro,chain_s4381_g80_d0,0,feel1,1,ok,12,12,1,20902,,results/records/deepseek__deepseek-v4-pro/chain_s4381_g80_d0__s0__feel1.json
deepseek/deepseek-v4-pro,chain_s4420_g120_d0,0,feel1,1,ok,12,12,1,27939,,results/records/deepseek__deepseek-v4-pro/chain_s4420_g120_d0__s0__feel1.json
deepseek/deepseek-v4-pro,chain_s4421_g120_d0,0,feel1,1,ok,12,12,1,23851,,results/records/deepseek__deepseek-v4-pro/chain_s4421_g120_d0__s0__feel1.json
deepseek/deepseek-v4-pro,chain_s5001_g150_d12,0,feel1,1,ok,9,24,0,76759,gen-1787580784-2QWwRfNPqIk7KuRYsxvR,results/records/deepseek__deepseek-v4-pro/chain_s5001_g150_d12__s0__feel1.json
deepseek/deepseek-v4-pro,chain_s5002_g150_d12,0,feel1,1,ok,24,24,1,85698,gen-1787581423-mCOUNTVwIDZ3bg3rbrlT,results/records/deepseek__deepseek-v4-pro/chain_s5002_g150_d12__s0__feel1.json
deepseek/deepseek-v4-pro,chain_s5101_g200_d12,0,feel1,1,ok,24,24,1,69980,gen-1787581877-Cpwigs87gcBwJMx38tNC,results/records/deepseek__deepseek-v4-pro/chain_s5101_g200_d12__s0__feel1.json
deepseek/deepseek-v4-pro,chain_s5102_g200_d12,0,feel1,1,ok,24,24,1,94795,gen-1787582485-HPBbveeo2RCe5gU99tvo,results/records/deepseek__deepseek-v4-pro/chain_s5102_g200_d12__s0__feel1.json
deepseek/deepseek-v4-pro,counter_3bit,0,max1,1,ok,10,10,1,2508,gen-1787597131-F30N7rGjJD3giLUgPgmY,results/records/deepseek__deepseek-v4-pro/counter_3bit__s0__max1.json
deepseek/deepseek-v4-pro,lfsr_3,0,max1,1,ok,10,10,1,3299,gen-1787597173-nk0Opd954HMgNG31i8RG,results/records/deepseek__deepseek-v4-pro/lfsr_3__s0__max1.json
deepseek/deepseek-v4-pro,mix_s2101_d16_c40,0,max1,1,ok,40,40,1,85734,,results/records/deepseek__deepseek-v4-pro/mix_s2101_d16_c40__s0__max1.json
deepseek/deepseek-v4-pro,mix_s2102_d16_c40,0,max1,1,ok,16,40,0,68773,,results/records/deepseek__deepseek-v4-pro/mix_s2102_d16_c40__s0__max1.json
deepseek/deepseek-v4-pro,mix_s2103_d16_c40,0,max1,1,ok,40,40,1,84808,,results/records/deepseek__deepseek-v4-pro/mix_s2103_d16_c40__s0__max1.json
deepseek/deepseek-v4-pro,mix_s2104_d16_c40,0,max1,1,ok,17,40,0,68816,,results/records/deepseek__deepseek-v4-pro/mix_s2104_d16_c40__s0__max1.json
deepseek/deepseek-v4-pro,mix_s5201_d24_c56,0,retry2,1,ok,35,56,0,134662,gen-1787670570-qtbVPV15YqtaahBeccN8,results/records/deepseek__deepseek-v4-pro/mix_s5201_d24_c56__s0__retry2.json
deepseek/deepseek-v4-pro,mix_s5202_d24_c56,0,feel1,1,ok,1,56,0,1055,gen-1787583696-5Vh9sWf1ilowgWr5jQCZ,results/records/deepseek__deepseek-v4-pro/mix_s5202_d24_c56__s0__feel1.json
deepseek/deepseek-v4-pro,mix_s5301_d20_c48,0,retry3,1,ok,10,48,0,105292,gen-1787707952-Wx59FEA1ucBeRCzHbdWY,results/records/deepseek__deepseek-v4-pro/mix_s5301_d20_c48__s0__retry3.json
deepseek/deepseek-v4-pro,mix_s5302_d20_c48,0,feel1,1,ok,48,48,1,91150,gen-1787584839-gTSiR1kEsnU5kggLided,results/records/deepseek__deepseek-v4-pro/mix_s5302_d20_c48__s0__feel1.json
deepseek/deepseek-v4-pro,nand_chain_2,0,max1,1,ok,8,8,1,941,gen-1787597215-N0MbYjpLWGgg4zk5hFAl,results/records/deepseek__deepseek-v4-pro/nand_chain_2__s0__max1.json
deepseek/deepseek-v4-pro,nand_chain_4,0,max1,1,ok,8,8,1,1123,gen-1787597237-ATrXuAFkzU98oG753hlt,results/records/deepseek__deepseek-v4-pro/nand_chain_4__s0__max1.json
deepseek/deepseek-v4-pro,nand_chain_8,0,max1,1,ok,8,8,1,2084,gen-1787597264-NZKPtrPZPBYflzquoiUh,results/records/deepseek__deepseek-v4-pro/nand_chain_8__s0__max1.json
deepseek/deepseek-v4-pro,nand_tree_8in,0,max1,1,ok,8,8,1,1641,gen-1787597296-1qwG5wmcnXwrbAzEZEMF,results/records/deepseek__deepseek-v4-pro/nand_tree_8in__s0__max1.json
deepseek/deepseek-v4-pro,perm_s4616_d16_c40,0,feel1,1,ok,40,40,1,33890,,results/records/deepseek__deepseek-v4-pro/perm_s4616_d16_c40__s0__feel1.json
deepseek/deepseek-v4-pro,perm_s4617_d16_c40,0,feel1,1,ok,19,40,0,24803,,results/records/deepseek__deepseek-v4-pro/perm_s4617_d16_c40__s0__feel1.json
deepseek/deepseek-v4-pro,perm_s4624_d24_c40,0,feel1,1,ok,5,40,0,24923,,results/records/deepseek__deepseek-v4-pro/perm_s4624_d24_c40__s0__feel1.json
deepseek/deepseek-v4-pro,perm_s4625_d24_c40,0,feel1,1,ok,35,40,0,29104,,results/records/deepseek__deepseek-v4-pro/perm_s4625_d24_c40__s0__feel1.json
deepseek/deepseek-v4-pro,perm_s4632_d32_c40,0,feel1,1,ok,40,40,1,30602,,results/records/deepseek__deepseek-v4-pro/perm_s4632_d32_c40__s0__feel1.json
deepseek/deepseek-v4-pro,perm_s4633_d32_c40,0,feel1,1,ok,40,40,1,38884,,results/records/deepseek__deepseek-v4-pro/perm_s4633_d32_c40__s0__feel1.json
deepseek/deepseek-v4-pro,rand_s4015_g15_d8,0,feel1,1,ok,32,32,1,16185,,results/records/deepseek__deepseek-v4-pro/rand_s4015_g15_d8__s0__feel1.json
deepseek/deepseek-v4-pro,rand_s4016_g15_d8,0,feel1,1,ok,32,32,1,26489,,results/records/deepseek__deepseek-v4-pro/rand_s4016_g15_d8__s0__feel1.json
deepseek/deepseek-v4-pro,rand_s4040_g40_d8,0,feel1,1,ok,32,32,1,32745,,results/records/deepseek__deepseek-v4-pro/rand_s4040_g40_d8__s0__feel1.json
deepseek/deepseek-v4-pro,rand_s4041_g40_d8,0,feel1,1,ok,32,32,1,39252,,results/records/deepseek__deepseek-v4-pro/rand_s4041_g40_d8__s0__feel1.json
deepseek/deepseek-v4-pro,rand_s4080_g80_d8,0,feel1,1,ok,29,32,0,57544,,results/records/deepseek__deepseek-v4-pro/rand_s4080_g80_d8__s0__feel1.json
deepseek/deepseek-v4-pro,rand_s4081_g80_d8,0,feel1,1,ok,25,32,0,54105,,results/records/deepseek__deepseek-v4-pro/rand_s4081_g80_d8__s0__feel1.json
deepseek/deepseek-v4-pro,rand_s4160_g160_d8,0,feel1,1,ok,19,32,0,142963,,results/records/deepseek__deepseek-v4-pro/rand_s4160_g160_d8__s0__feel1.json
deepseek/deepseek-v4-pro,rand_s4161_g160_d8,0,feel1,1,ok,32,32,1,74301,,results/records/deepseek__deepseek-v4-pro/rand_s4161_g160_d8__s0__feel1.json
deepseek/deepseek-v4-pro,rand_s900_g40_d6,0,max1,1,ok,24,24,1,21365,gen-1787597475-YXlkWcjNL1qkpesxudbX,results/records/deepseek__deepseek-v4-pro/rand_s900_g40_d6__s0__max1.json
deepseek/deepseek-v4-pro,rand_s901_g40_d6,0,max1,1,ok,24,24,1,18320,gen-1787597697-xbtWZkRcYIt171EjLExY,results/records/deepseek__deepseek-v4-pro/rand_s901_g40_d6__s0__max1.json
deepseek/deepseek-v4-pro,rand_s902_g40_d6,0,max1,1,ok,14,24,0,23198,gen-1787597930-JIapEFjGaAoF5vVuXeLJ,results/records/deepseek__deepseek-v4-pro/rand_s902_g40_d6__s0__max1.json
deepseek/deepseek-v4-pro,rand_s910_g80_d10,0,max1,1,ok,32,32,1,50810,,results/records/deepseek__deepseek-v4-pro/rand_s910_g80_d10__s0__max1.json
deepseek/deepseek-v4-pro,rand_s911_g80_d10,0,max1,1,ok,26,32,0,46943,,results/records/deepseek__deepseek-v4-pro/rand_s911_g80_d10__s0__max1.json
deepseek/deepseek-v4-pro,rand_s912_g80_d10,0,max1,1,ok,32,32,1,81958,,results/records/deepseek__deepseek-v4-pro/rand_s912_g80_d10__s0__max1.json
deepseek/deepseek-v4-pro,rule30_k12_c28_s2210,0,max1,1,ok,28,28,1,40409,gen-1787546972-5lxKu0OHevVvXuBY26YA,results/records/deepseek__deepseek-v4-pro/rule30_k12_c28_s2210__s0__max1.json
deepseek/deepseek-v4-pro,rule30_k12_c28_s2211,0,max1,1,ok,28,28,1,40138,gen-1787547384-IQn4JdsmVadIcIqDDZLT,results/records/deepseek__deepseek-v4-pro/rule30_k12_c28_s2211__s0__max1.json
deepseek/deepseek-v4-pro,rule30_k12_c28_s2212,0,max1,1,ok,28,28,1,32339,gen-1787547604-8xAEZyQ6sal5FR9McA2J,results/records/deepseek__deepseek-v4-pro/rule30_k12_c28_s2212__s0__max1.json
deepseek/deepseek-v4-pro,rule30_k16_c32_s2201,0,max1,1,ok,32,32,1,27911,,results/records/deepseek__deepseek-v4-pro/rule30_k16_c32_s2201__s0__max1.json
deepseek/deepseek-v4-pro,rule30_k16_c32_s2202,0,max1,1,ok,32,32,1,26893,,results/records/deepseek__deepseek-v4-pro/rule30_k16_c32_s2202__s0__max1.json
deepseek/deepseek-v4-pro,rule30_k16_c32_s2203,0,max1,1,ok,32,32,1,32524,,results/records/deepseek__deepseek-v4-pro/rule30_k16_c32_s2203__s0__max1.json
deepseek/deepseek-v4-pro,shift_reg_3,0,max1,1,ok,8,8,1,1364,gen-1787597330-Aqhh1CUI3cu8LFbLgjQ8,results/records/deepseek__deepseek-v4-pro/shift_reg_3__s0__max1.json
deepseek/deepseek-v4-pro,tff_divider,0,max1,1,ok,8,8,1,547,gen-1787597353-wE9cygiJejjMLtC6vm2y,results/records/deepseek__deepseek-v4-pro/tff_divider__s0__max1.json
deepseek/deepseek-v4-pro,x2301,0,feel1,1,ok,28,28,1,10112,,results/records/deepseek__deepseek-v4-pro/x2301__s0__feel1.json
deepseek/deepseek-v4-pro,x2302,0,feel1,1,ok,28,28,1,10388,,results/records/deepseek__deepseek-v4-pro/x2302__s0__feel1.json
deepseek/deepseek-v4-pro,x2303,0,feel1,1,ok,8,28,0,34423,,results/records/deepseek__deepseek-v4-pro/x2303__s0__feel1.json
deepseek/deepseek-v4-pro,x2400,0,feel1,1,ok,28,28,1,22489,,results/records/deepseek__deepseek-v4-pro/x2400__s0__feel1.json
deepseek/deepseek-v4-pro,x2401,0,feel1,1,ok,28,28,1,19024,,results/records/deepseek__deepseek-v4-pro/x2401__s0__feel1.json
deepseek/deepseek-v4-pro,x2402,0,feel1,1,ok,28,28,1,21880,,results/records/deepseek__deepseek-v4-pro/x2402__s0__feel1.json
deepseek/deepseek-v4-pro,xor_from_nand,0,max1,1,ok,8,8,1,786,gen-1787597364-2Zf02poceP5pWTEsDkh9,results/records/deepseek__deepseek-v4-pro/xor_from_nand__s0__max1.json
google/gemini-3.1-pro-preview,chain_s2001_g100_d12,0,retry2,1,ok,4,24,0,63223,gen-1787673102-WoOS7urzGOIBOXBN4LeI,results/records/google__gemini-3.1-pro-preview/chain_s2001_g100_d12__s0__retry2.json
google/gemini-3.1-pro-preview,chain_s2002_g100_d12,0,max1,1,ok,11,24,0,63332,gen-1787534537-uK16gWl7TogugZXKdpym,results/records/google__gemini-3.1-pro-preview/chain_s2002_g100_d12__s0__max1.json
google/gemini-3.1-pro-preview,chain_s2003_g100_d12,0,max1,1,ok,7,24,0,53617,gen-1787535009-SPfqlrQH9NrRmiNYRgf4,results/records/google__gemini-3.1-pro-preview/chain_s2003_g100_d12__s0__max1.json
google/gemini-3.1-pro-preview,chain_s2004_g100_d12,0,max1,1,ok,4,24,0,36623,gen-1787535463-PfVKLKrRCcoYKB8UrbMK,results/records/google__gemini-3.1-pro-preview/chain_s2004_g100_d12__s0__max1.json
google/gemini-3.1-pro-preview,chain_s4340_g40_d0,0,feel1,1,ok,12,12,1,14004,,results/records/google__gemini-3.1-pro-preview/chain_s4340_g40_d0__s0__feel1.json
google/gemini-3.1-pro-preview,chain_s4341_g40_d0,0,feel1,1,ok,12,12,1,16799,,results/records/google__gemini-3.1-pro-preview/chain_s4341_g40_d0__s0__feel1.json
google/gemini-3.1-pro-preview,chain_s4380_g80_d0,0,feel1,1,ok,12,12,1,19198,,results/records/google__gemini-3.1-pro-preview/chain_s4380_g80_d0__s0__feel1.json
google/gemini-3.1-pro-preview,chain_s4381_g80_d0,0,feel1,1,ok,12,12,1,17667,,results/records/google__gemini-3.1-pro-preview/chain_s4381_g80_d0__s0__feel1.json
google/gemini-3.1-pro-preview,chain_s4420_g120_d0,0,feel1,1,ok,12,12,1,16635,,results/records/google__gemini-3.1-pro-preview/chain_s4420_g120_d0__s0__feel1.json
google/gemini-3.1-pro-preview,chain_s4421_g120_d0,0,feel1,1,ok,12,12,1,18072,,results/records/google__gemini-3.1-pro-preview/chain_s4421_g120_d0__s0__feel1.json
google/gemini-3.1-pro-preview,chain_s5001_g150_d12,0,feel1,1,ok,1,24,0,39552,gen-1787589300-4JlgYEwpQpQJItCiQTZo,results/records/google__gemini-3.1-pro-preview/chain_s5001_g150_d12__s0__feel1.json
google/gemini-3.1-pro-preview,chain_s5002_g150_d12,0,feel1,1,ok,3,24,0,38600,gen-1787589526-HS7pS0VwibhNIUoQCe4u,results/records/google__gemini-3.1-pro-preview/chain_s5002_g150_d12__s0__feel1.json
google/gemini-3.1-pro-preview,chain_s5101_g200_d12,0,feel1,1,ok,3,24,0,53163,gen-1787590669-zeC0GmqzhVKpXmzvTQQj,results/records/google__gemini-3.1-pro-preview/chain_s5101_g200_d12__s0__feel1.json
google/gemini-3.1-pro-preview,chain_s5102_g200_d12,0,feel1,1,ok,3,24,0,63237,gen-1787592265-UWwAeGPMGM1c09KoXIfn,results/records/google__gemini-3.1-pro-preview/chain_s5102_g200_d12__s0__feel1.json
google/gemini-3.1-pro-preview,counter_3bit,0,max1,1,ok,10,10,1,3784,gen-1787597124-dH3KDGGrTiajGU4gEjC0,results/records/google__gemini-3.1-pro-preview/counter_3bit__s0__max1.json
google/gemini-3.1-pro-preview,lfsr_3,0,max1,1,ok,10,10,1,5030,gen-1787597151-dlsxDf5w5oiJggAzzHT8,results/records/google__gemini-3.1-pro-preview/lfsr_3__s0__max1.json
google/gemini-3.1-pro-preview,mix_s2101_d16_c40,0,max1,1,ok,10,40,0,44356,gen-1787535791-VzbJM0ahSWODbWlW4d5J,results/records/google__gemini-3.1-pro-preview/mix_s2101_d16_c40__s0__max1.json
google/gemini-3.1-pro-preview,mix_s2102_d16_c40,0,max1,1,ok,29,40,0,58992,gen-1787536253-GEB2W4zpwStIXFlCLKnw,results/records/google__gemini-3.1-pro-preview/mix_s2102_d16_c40__s0__max1.json
google/gemini-3.1-pro-preview,mix_s2103_d16_c40,0,max1,1,ok,40,40,1,38182,gen-1787536581-HuAihcng9UMVHZ7YANy9,results/records/google__gemini-3.1-pro-preview/mix_s2103_d16_c40__s0__max1.json
google/gemini-3.1-pro-preview,mix_s2104_d16_c40,0,max1,1,ok,9,40,0,51063,gen-1787536969-ZLSJph6MWqQXt022QG4o,results/records/google__gemini-3.1-pro-preview/mix_s2104_d16_c40__s0__max1.json
google/gemini-3.1-pro-preview,mix_s5201_d24_c56,0,feel1,1,ok,2,56,0,51421,gen-1787592963-iOwDV9qHcn2qJT1qVPSi,results/records/google__gemini-3.1-pro-preview/mix_s5201_d24_c56__s0__feel1.json
google/gemini-3.1-pro-preview,mix_s5202_d24_c56,0,feel1,1,ok,9,56,0,61228,gen-1787594028-973ML9yJgy65esiiSyTU,results/records/google__gemini-3.1-pro-preview/mix_s5202_d24_c56__s0__feel1.json
google/gemini-3.1-pro-preview,mix_s5301_d20_c48,0,feel1,1,ok,21,48,0,43422,gen-1787595023-AM6Q3BHAvLjpPrG91H83,results/records/google__gemini-3.1-pro-preview/mix_s5301_d20_c48__s0__feel1.json
google/gemini-3.1-pro-preview,mix_s5302_d20_c48,0,feel1,1,ok,3,48,0,49669,gen-1787596123-Sv0MBMqmupfh10aMzI0t,results/records/google__gemini-3.1-pro-preview/mix_s5302_d20_c48__s0__feel1.json
google/gemini-3.1-pro-preview,nand_chain_2,0,max1,1,ok,8,8,1,2031,gen-1787597205-yVeXTgFlJFaknpabgVwr,results/records/google__gemini-3.1-pro-preview/nand_chain_2__s0__max1.json
google/gemini-3.1-pro-preview,nand_chain_4,0,max1,1,ok,8,8,1,3269,gen-1787597230-Wp2JLgM5kybTrYFKdWE3,results/records/google__gemini-3.1-pro-preview/nand_chain_4__s0__max1.json
google/gemini-3.1-pro-preview,nand_chain_8,0,max1,1,ok,8,8,1,5141,gen-1787597251-f27ZyhCRoBvda9Xi0FbF,results/records/google__gemini-3.1-pro-preview/nand_chain_8__s0__max1.json
google/gemini-3.1-pro-preview,nand_tree_8in,0,max1,1,ok,8,8,1,6695,gen-1787597283-FaeazJN7aRW1wLeXRiRw,results/records/google__gemini-3.1-pro-preview/nand_tree_8in__s0__max1.json
google/gemini-3.1-pro-preview,perm_s4616_d16_c40,0,feel1,1,ok,40,40,1,13939,,results/records/google__gemini-3.1-pro-preview/perm_s4616_d16_c40__s0__feel1.json
google/gemini-3.1-pro-preview,perm_s4617_d16_c40,0,feel1,1,ok,40,40,1,14409,,results/records/google__gemini-3.1-pro-preview/perm_s4617_d16_c40__s0__feel1.json
google/gemini-3.1-pro-preview,perm_s4624_d24_c40,0,feel1,1,ok,40,40,1,14680,,results/records/google__gemini-3.1-pro-preview/perm_s4624_d24_c40__s0__feel1.json
google/gemini-3.1-pro-preview,perm_s4625_d24_c40,0,feel1,1,ok,40,40,1,10348,,results/records/google__gemini-3.1-pro-preview/perm_s4625_d24_c40__s0__feel1.json
