generation_id,created_at,cost_total,cost_web_search,cost_cache,cost_file_processing,byok_usage_inference,tokens_prompt,tokens_completion,tokens_reasoning,tokens_cached,model_permaslug,provider_name,variant,cancelled,streamed,user,finish_reason_raw,finish_reason_normalized,generation_time_ms,time_to_first_token_ms,api_key_disabled,api_key_name,app_name
gen-1787575671-HEEdS2AhUp8sce6wenek,2026-08-24 12:47:51.101,0.960147,,-0.001382,,0,4865,63129,62368,512,moonshotai/kimi-k3-20260715,Moonshot AI,standard,false,true,,stop,stop,1124041,6433,false,circuiteval-test-aug-22-2026,
gen-1787575428-Lzoc0qGdVzLxL7fi6WS5,2026-08-24 12:43:47.986,0.816792,,-0.001382,,0,4865,53572,52962,512,moonshotai/kimi-k3-20260715,Moonshot AI,standard,false,true,,stop,stop,1012822,1718,false,circuiteval-test-aug-22-2026,
gen-1787575337-5qUYrXFOaVDIaafOa2i5,2026-08-24 12:42:17.637,1.138932,,-0.001382,,0,4865,75048,74148,512,moonshotai/kimi-k3-20260715,Moonshot AI,standard,false,true,,stop,stop,1403458,3910,false,circuiteval-test-aug-22-2026,
gen-1787575144-UadYJBKNo685ekeKo6Al,2026-08-24 12:39:04.074,0.014595,,,,0,4865,0,22294,0,moonshotai/kimi-k3-20260715,Together,standard,false,true,,stop,stop,526848,665,false,circuiteval-test-aug-22-2026,
gen-1787574682-A9p678QmYxQKJ8lR4ZL1,2026-08-24 12:31:22.760,0.015384,,,,0,5128,0,33680,0,moonshotai/kimi-k3-20260715,Together,standard,false,true,,stop,stop,745010,858,false,circuiteval-test-aug-22-2026,
gen-1787574491-SzfBoh10ighiUsglWX0r,2026-08-24 12:28:11.084,0.789831,,-0.001382,,0,5128,51722,51395,512,moonshotai/kimi-k3-20260715,Moonshot AI,standard,false,true,,stop,stop,846351,2344,false,circuiteval-test-aug-22-2026,
gen-1787574374-ORZCicDC3IxGxCxyWJcm,2026-08-24 12:26:14.764,1.208304,,,,0,5128,79528,79205,0,moonshotai/kimi-k3-20260715,Moonshot AI,standard,false,true,,stop,stop,2018226,3626,false,circuiteval-test-aug-22-2026,
gen-1787573513-5EuSK4PibREE2fMccfQn,2026-08-24 12:11:53.326,1.039194,,,,0,5128,68254,67933,0,moonshotai/kimi-k3-20260715,Moonshot AI,standard,false,true,,stop,stop,977538,2498,false,circuiteval-test-aug-22-2026,
gen-1787573513-5PcpbfIDeJHVZBgrSOXT,2026-08-24 12:11:53.315,1.279509,,,,0,5128,84275,83951,0,moonshotai/kimi-k3-20260715,Moonshot AI,standard,false,true,,stop,stop,2297728,2922,false,circuiteval-test-aug-22-2026,
gen-1787573513-iZzjnX0f7qGipUK2McQN,2026-08-24 12:11:53.306,0.963579,,,,0,5128,63213,62890,0,moonshotai/kimi-k3-20260715,Moonshot AI,standard,false,true,,stop,stop,1630548,3083,false,circuiteval-test-aug-22-2026,
gen-1787573513-azB5tvMnqodQyFOHznfs,2026-08-24 12:11:53.305,0.015384,,,,0,5128,0,30705,0,moonshotai/kimi-k3-20260715,Together,standard,false,true,,stop,stop,861194,633,false,circuiteval-test-aug-22-2026,
gen-1787573513-m7U5yYFDQnSRxshpPt1B,2026-08-24 12:11:53.301,1.020774,,,,0,5128,67026,66383,0,moonshotai/kimi-k3-20260715,Moonshot AI,standard,false,true,,stop,stop,1169226,5132,false,circuiteval-test-aug-22-2026,
gen-1787571895-dgyIm3A5BCV3cNQuN1jo,2026-08-24 11:44:55.532,3.25213,,,,0,10426,128000,128000,0,anthropic/claude-opus-5-20260723,Claude Platform on AWS,standard,false,true,,max_tokens,length,985872,4308,false,circuiteval-test-aug-22-2026,
gen-1787556001-yFwTTNc8Wa2kBL96bFaD,2026-08-24 07:20:01.604,0.016025,,,,0,5075,2190,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,end_turn,stop,10823,994,false,circuiteval-test-aug-22-2026,
gen-1787555994-PSwu7d6l9y4JV6flBAMF,2026-08-24 07:19:54.112,0.01202,,,,0,5075,1389,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,end_turn,stop,7364,708,false,circuiteval-test-aug-22-2026,
gen-1787555982-BIRJZpH8hQR1OHalbM08,2026-08-24 07:19:42.172,0.109945,,-0.00095,,0,4377,54901,54592,4224,openai/gpt-5-mini-2025-08-07,OpenAI,standard,false,true,,completed,stop,639052,12499,false,circuiteval-test-aug-22-2026,
gen-1787555959-ZDvIaS4YNE2tMavLQNQy,2026-08-24 07:19:19.001,0.116088,,,,0,4377,57497,57216,0,openai/gpt-5-mini-2025-08-07,OpenAI,standard,false,true,,completed,stop,667377,3899,false,circuiteval-test-aug-22-2026,
gen-1787555893-qgt7CfW2nS4opBJvlC8C,2026-08-24 07:18:13.144,0.039202,,,,0,5121,19884,19470,0,google/gemini-3.7-flash-20260813,Google,standard,false,true,,STOP,stop,100871,2466,false,circuiteval-test-aug-22-2026,
gen-1787555851-5LJtK7tbr8NuOD7VQziP,2026-08-24 07:17:31.881,0.04272,,,,0,5121,21760,21210,0,google/gemini-3.7-flash-20260813,Google,standard,false,true,,STOP,stop,106944,2206,false,circuiteval-test-aug-22-2026,
gen-1787555648-JnJIaIcBEKOcwsjtQoY5,2026-08-24 07:14:08.299,0.387528,,,,0,5299,37693,37320,0,anthropic/claude-sonnet-5-20260630,Claude Platform on AWS,standard,false,true,,end_turn,stop,244743,5792,false,circuiteval-test-aug-22-2026,
gen-1787555614-nM6JxEbnw5cg7AcdtoY5,2026-08-24 07:13:34.899,0.377678,,,,0,5299,36708,36262,0,anthropic/claude-sonnet-5-20260630,Claude Platform on AWS,standard,false,true,,end_turn,stop,236870,5669,false,circuiteval-test-aug-22-2026,
gen-1787555609-igz5NchzKT05ugoyWIF9,2026-08-24 07:13:29.109,0.008477,,,,0,5057,684,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,end_turn,stop,5675,848,false,circuiteval-test-aug-22-2026,
gen-1787555594-WuQCgrM2mJ4BE7qNRji2,2026-08-24 07:13:14.253,0.019552,,,,0,5057,2899,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,end_turn,stop,14746,739,false,circuiteval-test-aug-22-2026,
gen-1787555592-eDHZZgfAFOKLSxRHhbF4,2026-08-24 07:13:12.264,0.110636,,-0.00095,,0,4362,55248,55104,4224,openai/gpt-5-mini-2025-08-07,OpenAI,standard,false,true,,completed,stop,544713,2980,false,circuiteval-test-aug-22-2026,
gen-1787555570-5fx362mprIC1aiMGBaQL,2026-08-24 07:12:50.817,0.105394,,,,0,4362,52152,52032,0,openai/gpt-5-mini-2025-08-07,OpenAI,standard,false,true,,completed,stop,510454,28669,false,circuiteval-test-aug-22-2026,
gen-1787555527-nOIsunQz3AwbU9tupKlo,2026-08-24 07:12:07.243,0.046138,,,,0,5097,23588,23444,0,google/gemini-3.7-flash-20260813,Google,standard,false,true,,STOP,stop,120903,2056,false,circuiteval-test-aug-22-2026,
gen-1787555386-ZDo0yENhuf15qYHfObPD,2026-08-24 07:09:46.433,0.053275,,,,0,5097,27394,27250,0,google/gemini-3.7-flash-20260813,Google,standard,false,true,,STOP,stop,140728,5228,false,circuiteval-test-aug-22-2026,
gen-1787555357-oAZPbzIT75giQpmyv89G,2026-08-24 07:09:17.126,0.339732,,,,0,5281,32917,32599,0,anthropic/claude-sonnet-5-20260630,Claude Platform on AWS,standard,false,true,,end_turn,stop,206791,4868,false,circuiteval-test-aug-22-2026,
gen-1787555355-PPcEMOMwleFUn6ZRss58,2026-08-24 07:09:15.965,0.352482,,,,0,5281,34192,33725,0,anthropic/claude-sonnet-5-20260630,Claude Platform on AWS,standard,false,true,,end_turn,stop,214750,4802,false,circuiteval-test-aug-22-2026,
gen-1787555351-CGDJJxf4OE9ZhXQyEy5z,2026-08-24 07:09:11.729,0.04894,,,,0,5075,8773,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,end_turn,stop,34579,691,false,circuiteval-test-aug-22-2026,
gen-1787555348-TA2aWcVg91AHRJJWnznz,2026-08-24 07:09:08.520,0.012875,,,,0,5075,1560,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,end_turn,stop,8431,787,false,circuiteval-test-aug-22-2026,
gen-1787555341-kNcDZsKZvgLF7bumLGma,2026-08-24 07:09:01.368,0.041279,,-0.00095,,0,4377,20568,20224,4224,openai/gpt-5-mini-2025-08-07,OpenAI,standard,false,true,,completed,stop,220506,6205,false,circuiteval-test-aug-22-2026,
gen-1787555321-YN7bFojuW2s1PIZWIO66,2026-08-24 07:08:41.618,0.110392,,,,0,4377,54649,54336,0,openai/gpt-5-mini-2025-08-07,OpenAI,standard,false,true,,completed,stop,599900,10319,false,circuiteval-test-aug-22-2026,
gen-1787555278-FkLUePDi9csz9uoD3ajT,2026-08-24 07:07:58.534,0.029045,,,,0,5110,14469,13917,0,google/gemini-3.7-flash-20260813,Google,standard,false,true,,STOP,stop,73051,2097,false,circuiteval-test-aug-22-2026,
gen-1787555209-R81YONL06A5cqQFH8ZNE,2026-08-24 07:06:49.346,0.028359,,,,0,5110,14103,13551,0,google/gemini-3.7-flash-20260813,Google,standard,false,true,,STOP,stop,71363,2410,false,circuiteval-test-aug-22-2026,
gen-1787555118-bxbTIipwFwTMmiul5SM5,2026-08-24 07:05:18.192,0.331588,,,,0,5299,32099,31631,0,anthropic/claude-sonnet-5-20260630,Claude Platform on AWS,standard,false,true,,end_turn,stop,203337,4925,false,circuiteval-test-aug-22-2026,
gen-1787555098-hdaSpiLRifg7YAmULkoj,2026-08-24 07:04:58.561,0.290458,,,,0,5299,27986,27378,0,anthropic/claude-sonnet-5-20260630,Claude Platform on AWS,standard,false,true,,end_turn,stop,179875,6925,false,circuiteval-test-aug-22-2026,
gen-1787555088-0ABxWUfT64pPHhyLBFW1,2026-08-24 07:04:48.545,0.017457,,,,0,6452,2201,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,end_turn,stop,9903,747,false,circuiteval-test-aug-22-2026,
gen-1787555076-Z4WaJQxUl0tu6iAf2RUY,2026-08-24 07:04:36.692,0.018547,,,,0,6452,2419,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,end_turn,stop,11385,727,false,circuiteval-test-aug-22-2026,
gen-1787555061-lMzuX0cIu0lhScN28iYm,2026-08-24 07:04:21.402,0.051192,,,,0,5512,24907,24320,0,openai/gpt-5-mini-2025-08-07,OpenAI,standard,false,true,,completed,stop,294339,8932,false,circuiteval-test-aug-22-2026,
gen-1787555056-A1HHkAWznQF53aWIMbuX,2026-08-24 07:04:16.981,0.049683,,-0.001094,,0,5512,24700,24128,4864,openai/gpt-5-mini-2025-08-07,OpenAI,standard,false,true,,completed,stop,291384,30495,false,circuiteval-test-aug-22-2026,
gen-1787554981-iN0J8adDwIYLW0wJiUIT,2026-08-24 07:03:01.545,0.030345,,-0.005501,,0,6449,15628,14809,4075,google/gemini-3.7-flash-20260813,Google,standard,false,true,,STOP,stop,75273,2083,false,circuiteval-test-aug-22-2026,
gen-1787554890-jHgHIF6O6kuBAGdgrZcH,2026-08-24 07:01:30.136,0.037072,,,,0,6449,18482,17663,0,google/gemini-3.7-flash-20260813,Google,standard,false,true,,STOP,stop,91266,2129,false,circuiteval-test-aug-22-2026,
gen-1787554814-MNWTbkNAgV5s1oNG6y91,2026-08-24 07:00:14.971,0.303146,,,,0,6738,28967,28289,0,anthropic/claude-sonnet-5-20260630,Claude Platform on AWS,standard,false,true,,end_turn,stop,185845,5436,false,circuiteval-test-aug-22-2026,
gen-1787554807-qVl5ypyBNU5oCdVlHq5X,2026-08-24 07:00:07.508,0.431456,,,,0,6738,41798,41014,0,anthropic/claude-sonnet-5-20260630,Claude Platform on AWS,standard,false,true,,end_turn,stop,269099,6092,false,circuiteval-test-aug-22-2026,
gen-1787554806-DhQDadPshpuU7PYdYmSF,2026-08-24 07:00:06.543,0.015827,,,,0,6452,1875,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,end_turn,stop,8303,745,false,circuiteval-test-aug-22-2026,
gen-1787554796-7CPJY4gVRwcwinJQR9EM,2026-08-24 06:59:56.290,0.016937,,,,0,6452,2097,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,end_turn,stop,10138,722,false,circuiteval-test-aug-22-2026,
gen-1787554791-QscJdni8eXx7KRp9ChSf,2026-08-24 06:59:51.926,0.061422,,-0.001209,,0,5512,30627,30080,5376,openai/gpt-5-mini-2025-08-07,OpenAI,standard,false,true,,completed,stop,417264,9033,false,circuiteval-test-aug-22-2026,
gen-1787554770-ManNxk7SEoknHqZU1HN6,2026-08-24 06:59:30.474,0.050044,,,,0,5512,24333,23744,0,openai/gpt-5-mini-2025-08-07,OpenAI,standard,false,true,,completed,stop,347532,5494,false,circuiteval-test-aug-22-2026,
gen-1787554700-GdV9E0RaxfeDHRko7sQj,2026-08-24 06:58:20.802,0.025651,,,,0,6449,12391,11572,0,google/gemini-3.7-flash-20260813,Google,standard,false,true,,STOP,stop,65149,2175,false,circuiteval-test-aug-22-2026,
gen-1787554699-V47uDIIcAADEvadZfV0V,2026-08-24 06:58:19.221,0.026716,,,,0,6449,12959,12140,0,google/gemini-3.7-flash-20260813,Google,standard,false,true,,STOP,stop,71096,2364,false,circuiteval-test-aug-22-2026,
gen-1787554609-OP4AOzNnKpFVxoz2tolm,2026-08-24 06:56:49.797,0.240156,,,,0,6738,22668,21882,0,anthropic/claude-sonnet-5-20260630,Claude Platform on AWS,standard,false,true,,end_turn,stop,151747,5611,false,circuiteval-test-aug-22-2026,
gen-1787554563-DYHiOYFwGVNefuXE32nx,2026-08-24 06:56:03.650,0.521056,,,,0,6738,50758,50024,0,anthropic/claude-sonnet-5-20260630,Claude Platform on AWS,standard,false,true,,end_turn,stop,326381,4952,false,circuiteval-test-aug-22-2026,
gen-1787554554-hXvJfQFs26I58OQIbIIg,2026-08-24 06:55:54.045,0.016977,,,,0,6452,2105,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,end_turn,stop,9492,1063,false,circuiteval-test-aug-22-2026,
gen-1787554543-QvpI51OSXDVgR86UbvaO,2026-08-24 06:55:43.621,0.017127,,,,0,6452,2135,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,end_turn,stop,10272,742,false,circuiteval-test-aug-22-2026,
gen-1787554525-DPlN4ETFuT9tfRgOTNTl,2026-08-24 06:55:25.701,0.045938,,-0.001209,,0,5512,22885,22336,5376,openai/gpt-5-mini-2025-08-07,OpenAI,standard,false,true,,completed,stop,173267,4603,false,circuiteval-test-aug-22-2026,
gen-1787554524-GgrPNNisNhfcN6NCfn1x,2026-08-24 06:55:24.397,0.047686,,,,0,5512,23154,22592,0,openai/gpt-5-mini-2025-08-07,OpenAI,standard,false,true,,completed,stop,176159,3529,false,circuiteval-test-aug-22-2026,
gen-1787554455-tal28tbxoaL33HtQaUlJ,2026-08-24 06:54:15.890,0.029656,,,,0,6449,14527,13708,0,google/gemini-3.7-flash-20260813,Google,standard,false,true,,STOP,stop,68420,2142,false,circuiteval-test-aug-22-2026,
gen-1787554455-3VWnH4F6eqzOmLA3cmkQ,2026-08-24 06:54:15.641,0.030157,,,,0,6449,14794,13975,0,google/gemini-3.7-flash-20260813,Google,standard,false,true,,STOP,stop,69905,2085,false,circuiteval-test-aug-22-2026,
gen-1787554363-N6LD3DmNv98gAazHqlmw,2026-08-24 06:52:43.932,0.395666,,,,0,6738,38219,37441,0,anthropic/claude-sonnet-5-20260630,Claude Platform on AWS,standard,false,true,,end_turn,stop,245770,5586,false,circuiteval-test-aug-22-2026,
gen-1787554338-tTXJdno4MaCoN2E0cWEx,2026-08-24 06:52:18.030,0.751086,,,,0,6738,73761,72982,0,anthropic/claude-sonnet-5-20260630,Claude Platform on AWS,standard,false,true,,end_turn,stop,469361,5392,false,circuiteval-test-aug-22-2026,
gen-1787554330-MebD2akGjfer1zLMdChF,2026-08-24 06:52:10.898,0.012691,,,,0,5056,1527,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,end_turn,stop,7018,667,false,circuiteval-test-aug-22-2026,
gen-1787554322-k89uy0FZBP3MQ3kyOURV,2026-08-24 06:52:02.489,0.013496,,,,0,5056,1688,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,end_turn,stop,8297,712,false,circuiteval-test-aug-22-2026,
gen-1787554311-9V6t22rU6pkMZYeVsmDH,2026-08-24 06:51:51.360,0.014926,,,,0,5056,1974,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,end_turn,stop,10635,737,false,circuiteval-test-aug-22-2026,
gen-1787554304-LV0GImV7u20ydNQynf0f,2026-08-24 06:51:44.551,0.038176,,-0.00095,,0,4330,19022,18624,4224,openai/gpt-5-mini-2025-08-07,OpenAI,standard,false,true,,completed,stop,178436,11198,false,circuiteval-test-aug-22-2026,
gen-1787554304-Whevx53neYiT8EOofVIp,2026-08-24 06:51:44.203,0.033634,,-0.00095,,0,4330,16751,16384,4224,openai/gpt-5-mini-2025-08-07,OpenAI,standard,false,true,,completed,stop,151272,5875,false,circuiteval-test-aug-22-2026,
gen-1787554296-dDZHqypS1gwaJBFA1j3r,2026-08-24 06:51:36.156,0.034318,,,,0,4330,16618,16192,0,openai/gpt-5-mini-2025-08-07,OpenAI,standard,false,true,,completed,stop,159492,5768,false,circuiteval-test-aug-22-2026,
gen-1787554263-vHUOuknOGsTKUeNw6THt,2026-08-24 06:51:03.363,0.017383,,,,0,4987,8274,7731,0,google/gemini-3.7-flash-20260813,Google,standard,false,true,,STOP,stop,40651,2310,false,circuiteval-test-aug-22-2026,
gen-1787554222-mCmwRPdDce5zjjABIQ9w,2026-08-24 06:50:22.696,0.020802,,,,0,4987,10097,9554,0,google/gemini-3.7-flash-20260813,Google,standard,false,true,,STOP,stop,51540,3017,false,circuiteval-test-aug-22-2026,
gen-1787554207-oaSJ1wljkroktdIOC6CG,2026-08-24 06:50:07.642,0.02292,,,,0,4987,11227,10684,0,google/gemini-3.7-flash-20260813,Google,standard,false,true,,STOP,stop,55611,2660,false,circuiteval-test-aug-22-2026,
gen-1787554199-WL8ZWhSa8Ff1dFLGhEzG,2026-08-24 06:49:59.450,0.263682,,,,0,5326,25303,24796,0,anthropic/claude-sonnet-5-20260630,Claude Platform on AWS,standard,false,true,,end_turn,stop,164316,4727,false,circuiteval-test-aug-22-2026,
gen-1787554112-F3ZJaacFYlqBrJ2CukyT,2026-08-24 06:48:32.932,0.243992,,,,0,5326,23334,22742,0,anthropic/claude-sonnet-5-20260630,Claude Platform on AWS,standard,false,true,,end_turn,stop,152898,5472,false,circuiteval-test-aug-22-2026,
gen-1787554101-160emJPfhHeKNbhxCgtS,2026-08-24 06:48:21.260,0.286402,,,,0,5326,27575,26986,0,anthropic/claude-sonnet-5-20260630,Claude Platform on AWS,standard,false,true,,end_turn,stop,179721,5334,false,circuiteval-test-aug-22-2026,
gen-1787554093-9dO0NrIO03tvmxtR3RVP,2026-08-24 06:48:13.284,0.012961,,,,0,5056,1581,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,end_turn,stop,7662,691,false,circuiteval-test-aug-22-2026,
gen-1787554084-3g8PYfpVPe0rUT0fFddO,2026-08-24 06:48:04.378,0.013836,,,,0,5056,1756,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,end_turn,stop,8764,828,false,circuiteval-test-aug-22-2026,
gen-1787554069-ASHystjMGjhnSy5YIwBD,2026-08-24 06:47:49.627,0.019681,,,,0,5056,2925,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,end_turn,stop,14624,752,false,circuiteval-test-aug-22-2026,
gen-1787554050-6kXmGSnfQSC7T2bdeBjW,2026-08-24 06:47:30.397,0.028908,,-0.00095,,0,4330,14388,14016,4224,openai/gpt-5-mini-2025-08-07,OpenAI,standard,false,true,,completed,stop,171836,9301,false,circuiteval-test-aug-22-2026,
gen-1787554038-MP6h2TXZodLWXq6FSsco,2026-08-24 06:47:18.243,0.02683,,-0.00095,,0,4330,13349,12928,4224,openai/gpt-5-mini-2025-08-07,OpenAI,standard,false,true,,completed,stop,161019,7877,false,circuiteval-test-aug-22-2026,
gen-1787554035-zBXmwd9PW0WDON3X3wKS,2026-08-24 06:47:15.457,0.030324,,,,0,4330,14621,14208,0,openai/gpt-5-mini-2025-08-07,OpenAI,standard,false,true,,completed,stop,172052,3656,false,circuiteval-test-aug-22-2026,
gen-1787554003-iTQOWhN1YhCkW7qSaGez,2026-08-24 06:46:43.779,0.028084,,,,0,4987,13981,13438,0,google/gemini-3.7-flash-20260813,Google,standard,false,true,,STOP,stop,65749,2331,false,circuiteval-test-aug-22-2026,
gen-1787553949-rf8J2jHKhYG2nMf95Hxb,2026-08-24 06:45:49.912,0.023042,,,,0,4987,11292,10749,0,google/gemini-3.7-flash-20260813,Google,standard,false,true,,STOP,stop,53711,1915,false,circuiteval-test-aug-22-2026,
gen-1787553930-MD31UpfUN8YFDVQEH2qq,2026-08-24 06:45:30.148,0.033145,,,,0,4987,16680,16137,0,google/gemini-3.7-flash-20260813,Google,standard,false,true,,STOP,stop,77704,2298,false,circuiteval-test-aug-22-2026,
gen-1787553755-Jfpj7gINGuzD0LMTjRif,2026-08-24 06:42:35.397,0.407222,,,,0,5326,39657,39068,0,anthropic/claude-sonnet-5-20260630,Claude Platform on AWS,standard,false,true,,end_turn,stop,249724,5474,false,circuiteval-test-aug-22-2026,
gen-1787553741-GAXICixavOUEERVBmPU1,2026-08-24 06:42:21.427,0.304792,,,,0,5326,29414,28802,0,anthropic/claude-sonnet-5-20260630,Claude Platform on AWS,standard,false,true,,end_turn,stop,188581,6699,false,circuiteval-test-aug-22-2026,
gen-1787553735-w22cisnnVNI78FDXP9Qp,2026-08-24 06:42:15.223,0.452922,,,,0,5326,44227,43587,0,anthropic/claude-sonnet-5-20260630,Claude Platform on AWS,standard,false,true,,end_turn,stop,284801,5296,false,circuiteval-test-aug-22-2026,
gen-1787553733-0UztITuXUDkWvPWOTYWv,2026-08-24 06:42:13.153,0.013061,,,,0,5056,1601,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,end_turn,stop,8153,810,false,circuiteval-test-aug-22-2026,
gen-1787553725-QjZvj1fxJefJXiPJxuco,2026-08-24 06:42:04.912,0.015556,,,,0,5056,2100,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,end_turn,stop,9716,680,false,circuiteval-test-aug-22-2026,
gen-1787553709-dsqC3bQMus5QSooRZAOO,2026-08-24 06:41:49.619,0.023621,,,,0,5056,3713,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,end_turn,stop,15115,783,false,circuiteval-test-aug-22-2026,
gen-1787553521-PBGClVOb4KSXb9WqEmqL,2026-08-24 06:38:41.318,0.03469,,-0.00095,,0,4330,17279,16896,4224,openai/gpt-5-mini-2025-08-07,OpenAI,standard,false,true,,completed,stop,233960,9588,false,circuiteval-test-aug-22-2026,
gen-1787553495-LqD75xNiFJR9Ypz4Oyvd,2026-08-24 06:38:15.926,0.03443,,-0.00095,,0,4330,17149,16768,4224,openai/gpt-5-mini-2025-08-07,OpenAI,standard,false,true,,completed,stop,237035,8552,false,circuiteval-test-aug-22-2026,
gen-1787553493-H6FJvH4sH060NxCqY2nl,2026-08-24 06:38:13.290,0.03204,,,,0,4330,15479,15104,0,openai/gpt-5-mini-2025-08-07,OpenAI,standard,false,true,,completed,stop,215836,4786,false,circuiteval-test-aug-22-2026,
gen-1787553435-18uobo4Xo3yDXfuva4Uo,2026-08-24 06:37:15.300,0.021726,,,,0,4987,10590,10047,0,google/gemini-3.7-flash-20260813,Google,standard,false,true,,STOP,stop,57880,9165,false,circuiteval-test-aug-22-2026,
gen-1787553406-QHfC5jHZIOCDSAdAV5U4,2026-08-24 06:36:46.467,0.025099,,,,0,4987,12389,11846,0,google/gemini-3.7-flash-20260813,Google,standard,false,true,,STOP,stop,59058,2090,false,circuiteval-test-aug-22-2026,
gen-1787553405-6jeNJBvkO6e5DZh6JW4A,2026-08-24 06:36:45.250,0.024561,,,,0,4987,12102,11559,0,google/gemini-3.7-flash-20260813,Google,standard,false,true,,STOP,stop,55350,2001,false,circuiteval-test-aug-22-2026,
gen-1787553279-ro7gDNOli4UWG1tZDpJ5,2026-08-24 06:34:39.643,0.266112,,,,0,5326,25546,25000,0,anthropic/claude-sonnet-5-20260630,Claude Platform on AWS,standard,false,true,,end_turn,stop,155507,4473,false,circuiteval-test-aug-22-2026,
gen-1787553206-ADiJQ8irpy3RGq8XGzAx,2026-08-24 06:33:26.278,0.340642,,,,0,5326,32999,32439,0,anthropic/claude-sonnet-5-20260630,Claude Platform on AWS,standard,false,true,,end_turn,stop,200075,5291,false,circuiteval-test-aug-22-2026,
gen-1787553153-MNpqyjY7xTSuSZTRGSNi,2026-08-24 06:32:33.266,0.217482,,,,0,5326,20683,20147,0,anthropic/claude-sonnet-5-20260630,Claude Platform on AWS,standard,false,true,,end_turn,stop,126271,6432,false,circuiteval-test-aug-22-2026,
gen-1787553123-PgX5yalBbDShYXFH3Umn,2026-08-24 06:32:03.545,0.028895,,,,0,5515,4676,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,end_turn,stop,29602,623,false,circuiteval-test-aug-22-2026,
gen-1787553109-xqk0lcQ3i8fgl1BUm3bF,2026-08-24 06:31:49.441,0.022405,,,,0,5515,3378,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,end_turn,stop,13993,659,false,circuiteval-test-aug-22-2026,
gen-1787553078-Zo2K9lAH2z9j6pGL1Jyi,2026-08-24 06:31:18.820,0.155366,,-0.001065,,0,4793,77617,77056,4736,openai/gpt-5-mini-2025-08-07,OpenAI,standard,false,true,,completed,stop,1033555,4061,false,circuiteval-test-aug-22-2026,
gen-1787553029-RvVXrEQYHBL5nF2dcVyg,2026-08-24 06:30:29.113,0.136796,,,,0,4793,67799,67264,0,openai/gpt-5-mini-2025-08-07,OpenAI,standard,false,true,,completed,stop,920609,11073,false,circuiteval-test-aug-22-2026,
gen-1787552777-R4uWW9RgyckeQc0tETCw,2026-08-24 06:26:17.063,0.083312,,,,0,5506,43332,42321,0,google/gemini-3.7-flash-20260813,Google,standard,false,true,,STOP,stop,191309,1878,false,circuiteval-test-aug-22-2026,
gen-1787552540-x7G08YTIWScn7wjdXmIf,2026-08-24 06:22:20.420,0.093941,,,,0,5506,49001,47990,0,google/gemini-3.7-flash-20260813,Google,standard,false,true,,STOP,stop,236533,4069,false,circuiteval-test-aug-22-2026,
gen-1787552515-p118m0lndjDTOq6d2wN4,2026-08-24 06:21:55.492,1.016446,,,,0,5738,100497,99882,0,anthropic/claude-sonnet-5-20260630,Claude Platform on AWS,standard,false,true,,end_turn,stop,593778,5704,false,circuiteval-test-aug-22-2026,
gen-1787552446-6GIDTeNXNumN1SlzSX7t,2026-08-24 06:20:46.544,1.028826,,,,0,5738,101735,101127,0,anthropic/claude-sonnet-5-20260630,Claude Platform on AWS,standard,false,true,,end_turn,stop,632161,5323,false,circuiteval-test-aug-22-2026,
gen-1787552435-zx8g7Nc48Af6dLM6kHDU,2026-08-24 06:20:35.417,0.01867,,,,0,5515,2631,0,0,anthropic/claude-4.5-haiku-20251001,Amazon Bedrock,standard,false,true,,end_turn,stop,10991,616,false,circuiteval-test-aug-22-2026,
